nom,vi
丙寅治平龍應二年宋開禧二年,bính dần trị bình long ứng nhị niên tống khai hi nhị niên
至天嘉寳祐以後土木蝟興盗賊蜂起而亡國之兆已萌於此矣,chí thiên gia bảo hựu dĩ hậu thổ mộc vị hưng đạo tặc phong khởi nhi vong quốc chi triệu dĩ manh ư thử hĩ
其訟田土亦如之,kì tụng điền thổ diệc như chi
命東閣學士裴廷員翰林侍書陶公正徃關上接領回京〇,mệnh đông các học sĩ bùi đình viên hàn lâm thị thư đào công chính vãng quan thượng tiếp lĩnh hồi kinh 
癸酉五年明崇六年禎春正月龍泉山崩,quý dậu ngũ niên minh sùng lục niên trinh xuân chính nguyệt long tuyền sơn băng
𨤔芇庄漫󰞺芇庄扵,vẻ nào chẳng mặn nét nào chẳng ưa
楚子入陳殺而轘諸粟門春秋與其討也,sở tử nhập trần sát nhi hoàn chư túc môn xuân thu dữ kì thảo dã
初六日勑㫖係考試免󰱇及官貟男孫軍勑書筭等項本社社長就禮部端保認靣至日太早開单入保慶門内旨引方許入塲,sơ lục nhật sắc chỉ hệ khảo thí miễn tuyển cập quan viên nam tôn quân sắc thư toán đẳng hạng bản xã xã trưởng tựu lễ bộ đoan bảo nhận diện chí nhật thái tảo khai đơn nhập bảo khánh môn nội chỉ dẫn phương hứa nhập trường
年甫六歲不立長子恭肃王昱者踈狂也〇,niên phủ lục tuế bất lập trưởng tử cung túc vương dục giả sơ cuồng dã 
𧘇墓󰟁主埃麻咏𠽄,ấy mồ vô chủ ai mà viếng thăm
𠬠 地 理 𠄩 紫 微,một địa lí hai tử vi
秋七月起復參從史部尙書兼東閣大學士國老參預朝政太保燕郡公致仕范公著入朝掌六部事參賛機務〇,thu thất nguyệt khởi phục tham tụng sử bộ thượng thư kiêm đông các đại học sĩ quốc lão tham dự triều chính thái bảo yên quận công trí sĩ phạm công trứ nhập triều chưởng lục bộ sự tham tán cơ vụ 
自奉英宗梓官歸安生一齋一粥,tự phụng anh tông tử quan quy yên sinh nhất trai nhất chúc
我越遂属于漢,ngã việt toại thuộc vu hán
𥪞 謹 拯 吘 穷 埃 咍,trong kín chẳng ngỏ cùng ai hay
唐帝遣杜如晦諭㫖,đường đế khiển đỗ như hối dụ chỉ
󰖥絲根紊𡬷𢚸,tóc tơ căn vặn tấc lòng
匐子之時必有一言以伸其義史不見書失之也,bặc tử chi thời tất hữu nhất ngôn dĩ thân kì nghĩa sử bất kiến thư thất chi dã
󰱥今奏本及一切公務文書並紙尾署字不得𭁈堂上官並例,kế kim tấu bản cập nhất thiết công vụ văn thư tịnh chỉ vĩ thự tự bất đắc dữ đường thượng quan tịnh lệ
𬂙澄京地㐌候細尼,trông chừng kinh địa đã hầu tới nơị
刑部治罪,hình bộ trị tội
許諒山處權參政阮哿致事,hứa lạng sơn xứ quyền tham chính nguyễn cả trí sự
烏馬兒問曰國王無禮令人墨刺殺韃字欺侮天兵,ô mã nhi vấn viết quốc vương vô lễ lệnh nhân mặc thích sát thát tự khi vũ thiên binh
乙巳次大惡海口會風濤帖靜大軍利涉故改大惡曰大安,ất tị thứ đại ác hải khẩu hội phong đào thiếp tĩnh đại quân lợi thiệp cố cải đại ác viết đại an
三月旌表烈女黎氏之門,tam nguyệt tinh biểu liệt nữ lê thị chi môn
𫢋前茹泊鄰󰑼,phật tiền nhà bạc lân la
毀京城乃使力士覃舉迎帝幸外㱕清華西都城會明興起義師,huỷ kinh thành nãi sử lực sĩ đàm cử nghinh đế hạnh ngoại quy thanh hoa tây đô thành hội minh hưng khởi nghĩa sư
此天子入臺故事昔唐太宗觀實録况入臺乎定等猶力争数日不已,thử thiên tử nhập đài cố sự tích đường thái tông quan thực lục huống nhập đài hồ định đẳng do lực tranh số nhật bất dĩ
二月明太祖攻江州,nhị nguyệt minh thái tổ công giang châu
若此令一行其諸權勢所該隨而效之更加選補民命将,nhược thử lệnh nhất hành kì chư quyền thế sở cai tuỳ nhi hiệu chi cánh gia tuyển bổ dân mệnh tương
浪 些 𪾋 唒 之 𠇮,rằng ta dám giấu chi mình
帝遣楊安養武桓如元報聘〇,đế khiến dương an dưỡng võ hoàn như nguyên báo sính 
以陳時見為參知政事,dĩ trần thời kiến vi tham tri chính sự
生昆特󰡸𨃴璘𠁀匕,sinh con được nối gót lân đời đời
固 恪 之 虶 餒 𡥵 蝒,có khác chi vò nuôi con dện
保浪𠫾𨄹𥙩𠊛,bảo rằng đi dạo lấy người
例也〇,lệ dã 
唉󰝡𦀊𧺀纀蹎娘𧗱,hãy đem dây thắm buộc đen nàng về
定源州叛,định nguyên châu phản
是月賜統領官副都将太保富郡公鄭根兼撫治乂安處添差潘兼全爲督視,thị nguyệt tứ thống lĩnh quan phó đô tướng thái bảo phú quận công trịnh căn kiêm phủ trị nghệ an xứ thiêm sai phan kiêm toàn vi đốc thị
彩鵉𨅸畧𡑝庭欽容,thể loan đứng trước sân đình khâm dung
易曰君子致命遂志,dịch viết quân tử trí mệnh toại chí
税埋半曰劍咹吝回,thuê may bán viết kiếm ăn lần hôi
吏 𨖅 制 底 䀡 情 𡢐,lại sang chơi để xem tình sau
呐 浪 拱 伴 書 生,nói rằng cũng bạn thư sinh
戮前車歷歷徃法昭昭,lục tiền xa lịch lịch vãng pháp chiêu chiêu
親衛盍因此時發英謀攄睿斷遠觀湯武之迹近覧丁黎所行上順天心下從人望而欲守區區之小節耶,thân vệ hạp nhân thử thời phát anh mưu sư duệ đoán viễn quan thang vũ chi tích cận lãm đinh lê sở hành thượng thuận thiên tâm hạ tòng nhân vọng nhi dục thủ khu khu chi tiểu tiết da
王觀買引𧵆賒,vương quan mới dẫn gần xa
𠓨棱𤜯𧡊調跪𥛉迻,vào rừng cọp thấy đều quỳ lạy đưa
占城國王孫制荄入朝,chiêm thành quốc vương tôn chế cai nhập triều
尋兜朱𧡊故人,tìm đâu cho thấy cố nhân
娘強𠲖戾嗚𠲖,nàng càng e lệ ủ ê
上皇居葆和宫命僉知内𡧸院事阮茂先禮部郎中潘義及僊遊武德侯家臣缺名輪直,thượng hoàng cư bảo hoà cung mệnh thiêm tri nội mật viện sự nguyễn mậu tiên lễ bộ lang trung phan nghĩa cập tiên du vũ đức hầu gia thần khuyết danh luân trực
莫兵不䏻進,mạc binh bất năng tiến
共 饒 計 歇 事 情,cùng nhau kể hết sự tình
陽邁遣其將笵昆沙達救之,dương mại khiển kì tướng phạm côn sa đạt cứu chi
汝句泙水相逢,nhớ câu bình thủy tương phùng
己丑五年宋紹定二年〇,kỉ sửu ngũ niên tống thiệu định nhị niên 
壬子二十三年明弘治五年,nhâm tí nhị thập tam niên minh hoằng trị ngũ niên 
擬 麻 𣹓 𫆧 路 𫗒 油,nghĩ mà đầy ruột loạ ăn du
𮗓緣𥚆实󰘚娘,giác duyên nhìn thật mặt nàng
年三十九丙寅三年元泰定三年春二月至六月不雨,niên tam thập cửu bính dần tam niên nguyên thái định tam niên xuân nhị nguyệt chí lục nguyệt bất vũ 
是年旱〇,thị niên hạn 
𡗶牢𦬑害𠊚苓,trời sao nỡ hại người lành
拘此例,câu thử lệ
是歳唐改交趾曰安南都護府,thị tuế đường cải giao chỉ viết an nam đô hộ phủ
上慮将士未,thượng lự tướng sĩ vị
文泰遂秉筆作之其詔曰惟我大越祖乘時革命誕受多方列聖相傳嗣有曆服盖由天命人心恊應以致然也,văn thái toại bỉnh bút tác chi kì chiếu viết duy ngã đại việt tổ thừa thời cách mệnh đản thụ đa phương liệt thánh tương truyền tự hữu lịch phục cái do thiên mệnh nhân tâm hiệp ứng dĩ trí nhiên dã
只,chỉ
命同太監阮󰲰諭諸營将士曰府庫財物各宜封守不得燒燔占國茶全生致轅門不得𢦤殺,mệnh đồng thái giám nguyễn đảm dụ chư doanh tướng sĩ viết phủ khố tài vật các nghi phong thủ bất đắc thiêu phần chiêm quốc trà toàn sinh trí viên môn bất đắc tường sát
試,thi
䏾朝㐌我埮𧗱群賒,bóng chiều đã ngả dặm về còn xa
闭 𫢩 咹 槾 者 桃,bấy nay ăn mận giả đào
季犛大怒以禀指斥乘輿事情切害斬之,quý li đại nộ dĩ bẩm chỉ xích thừa dư sự tình thiết hại trảm chi
先是漢蒼母徽寕公主追尊太慈皇后陳明宗之女也,tiên thị hán thương mẫu huy ninh công chúa truy tôn thái từ hoàng hậu trần minh tông chi nữ dã
藝𥢆𢖵𠃣想𡗉,nghề riêng nhớ ít tưởng nhiều
若此等人能洗心條慮故過自新不但宥釋其罪又必榮之以官〇,nhược thử đẳng nhân năng tẩy tâm điều lự cố quá tự tân bất đản hựu thích kì tội hựu tất vinh chi dĩ quan 
時應試者五千七百人取阮秉德秉德前名界後改寧止又改寧󰘊廣德縣盛光坊人廷試同進士出身莫朝仕至上書少師廉郡公,thời ứng thí giả ngũ thiên thất bách nhân thủ nguyễn bỉnh đức bỉnh đức tiền danh giới hậu cải ninh chỉ hựu cải ninh bang quảng đức huyện thịnh quang phường nhân đình thí đồng tiến sĩ xuất thân mạc triều sĩ chí thượng thư thiếu sư liêm quận công
󰞽𠊛󰟊󰊄旬湄,não người cữ gió tuần mưa
阮有僚大率水軍圍,nguyễn hữu liêu đại suất thuỷ quân vi
試僧人以金剛經,thí tăng nhân dĩ kim cương kinh 
古昔帝王御曆膺圖撫己󰖶物莫不迪兹先務也,cổ tích đế vương ngự lịch ưng đồ phủ kỷ thù vật mạc bất địch tư tiên vụ dã
制詞畧曰世爲右族能保遐方志慕華風常思内附,chế từ lược viết thế vi hữu tộc năng bảo hà phương chí mộ hoa phong thường tư nội phụ
坦,đất
阮倦領兵至營設伏于纏橋門外以待陳大銃百子火噐以僃之,nguyễn quyện lĩnh binh chí dinh thiết phục vu triền kiều môn ngoại dĩ đãi trần đại súng bách tử hoả khí dĩ bị chi
二十五日清華地方天無風雨忽馬江洪水漲,nhị thập ngũ nhật thanh hoa địa phương thiên vô phong vũ hốt mã giang hồng thuỷ trướng
𦊚皮春鎖𠬠娘扵𥪝,bốn bề xuân khoá một nàng ở trong
官奴火珠樣或取充殿前軍公主楊棠樣大王朱圈二一品黑圈各一二品以下黑圈二,quan nô hoả châu dạng hoặc thủ sung điện tiền quân công chúa dương đường dạng đại vương chu khuyên nhị nhất phẩm hắc khuyên các nhất nhị phẩm dĩ hạ hắc khuyên nhị
一鄕試提調監試監考考試巡綽等官及社長宜體朝廷德意務秉公心期得實材,nhất hương thí đề điệu giám thí giám khảo khảo thí tuần xước đẳng quan cập xã trưởng nghi thể triều đình đức ý vụ bỉnh công tâm kì đắc thực tài
莽群盘泊共饒,mảng còn bàn bạc cùng nhau
差衙俸𧡊𦊚皮㖔敲,sai nha bỗng thấy bốn bề xôn xao
罷多錦縣轉運副使潘天爵充本路軍以察之黨也,bãi đa cẩm huyện chuyển vận phó sứ phan thiên tước sung bản lộ quân dĩ sát chi đảng dã
老妑𦖑呐驚惶,lão bà nghe nói kinh hoàng
払 油 拯 固 信 𠳒,chàng dù chẳng có tin lời
𨉓沙𠖈坦𠬠徐𠻨𠽐,mình sa xuống đất một giờ ngẩn ngơ
行遣阮廌作奏本成内密院阮叔惠学士黎景綽等欲改數字阮廌怒曰爾軰聚歛臣罹此旱灾,hành khiển nguyễn trãi tác tấu bản thành nội mật viện nguyễn thúc huệ học sĩ lê cảnh xước đẳng dục cải sổ tự nguyễn trãi nộ viết nhĩ bối tụ liễm thần li thử hạn tai
取中格姜世賢等八名,thủ trúng cách khương thế hiền đẳng bát danh
京路仕䆠有避賊從重光帝如化州者至是有挈家去老撾者去占城者國人自是尽為明人臣妾矣〇,kinh lộ sĩ quan hữu tị tặc tòng trùng quang đế như hoá châu giả chí thị hữu khiết gia khứ lão oa giả khứ chiêm thành giả quốc nhân tự thị tận vi minh nhân thần thiếp hĩ 
時西南北等處光紹帝以有之,thời tây nam bắc đẳng xứ quang thiệu đế dĩ hữu chi
明日莫敬典望見之以爲真城大驚不敢近自與諸将議曰不,minh nhật mạc kính điển vọng kiến chi dĩ vi chân thành đại kinh bất cảm cận tự dữ chư tướng nghị viết bất
賜范鎮杜汪阮堯佐等進士及第,tứ phạm trấn đỗ uông nguyễn nghiêu tá đẳng tiến sĩ cập đệ
倍横𢮿馭朋𫢩,vội vàng quày ngựa bằng nay
大越史記外紀全書卷之五終,đại việt sử ký ngoại kỷ toàn thư quyển chi ngũ chung
官 客 軍 加,quan khách quân gia
先是如蘇出身匠人以技巧惑帝濫授都督兼工部各所,tiên thị như tô xuất thân tượng nhân dĩ kĩ xảo hoặc đế lạm thụ đô đốc kiêm công bộ các sở
詔曰得人之效取士為先取士為方科目為首,chiếu viết đắc nhân chi hiệu thủ sĩ vi tiên thủ sĩ vi phương khoa mục vi thủ
勑旨軍色󰠃無所出差輕務令,sắc chỉ quân sắc cùng vô sở xuất sai khinh vụ lệnh
二月甲辰朔靖國大王國康庶子上位彰憲侯鍵及僚属黎崱土力切等挈家降元,nhị nguyệt giáp thìn sóc tịnh quốc đại vương quốc khang thứ tử thượng vị chương hiến hầu kiện cập liêu thuộc lê trắc thổ lực thiết đẳng khiết gia hàng nguyên
溪𫫽縱貪饕之欲旌旗招奔走之徒脧削閭閻民窮而不之恤,khê hác túng tham thao chi dục tinh kì chiêu bôn tẩu chi đồ thuyên tước lư diêm dân cùng nhi bất chi tuất
沛𠸜称率在𠊟半絲,phải tên xưng xuất tại thằng bán tơ
何,hà
五月勑典吏有廉勤者除貳官,ngũ nguyệt sắc điển lại hữu liêm cần giả trừ nhị quan
佗發兵攻王王不知弩機已失,đà phát binh công vương vương bất tri nỗ cơ dĩ thất
讀 𬆄 𠬠 勾 対 底 抒 𢢆,đọc ngay một câu đối để giữ thẹn
𠃅外㐌体𦰟旗㗂𬫤,mé ngoài đã thấy ngọn cờ tiếng la
十三日甲申天無雲而雷忽震宫柱,thập tam nhật giáp thân thiên vô vân nhi lôi hốt chấn cung trụ
𢬣仙𠬠󰖽𨇜𨑮曲吟,tay tiên một vẫy đủ mười khúc ngâm
稷選將軍毛靈董元攻合浦戰於古城即合浦城也,tắc tuyển tướng quân mao linh đổng nguyên công hợp phố chiến ư cổ thành tức hợp phố thành dã
帝乃次究連洲宣嗣慶來朝,đế nãi thứ cứu liên châu tuyên tự khánh lai triều
女欺𬮙𠬠世芇,nữa khi muôn một thế nào
詣乾元殿吿太子,nghệ càn nguyên điện cáo thái tử
勸昆辰渚多芒,khuyên con thì chớ đa mang
篙 樔,cao sào
㐌󰡶身世群筭浽芇,đã xong thân thế còn toan nỗi nào
𣈜春㛪唉群𨱽,ngày xuân em hãy còn dài
菫󰡣𤾓挼搥埋𠬠身,ngẩn ngơ trăm nỗi dùi mài một thân
𢺺配󰋈𡃹合散喭𠳒,chia phôi ngừng chén hợp tan nghẹn lời
時京路皆附於明百姓當差納粮以從守任之差發,thời kinh lộ giai phò ư minh bách tính đương sai nạp lương dĩ tòng thủ nhiệm chi sai phát
方今時有可爲人皆望治爾䏻顧君臣上下之義念祖父勤勞之功遠覧深,phương kim thời hữu khả vi nhân giai vọng trị nhĩ năng cố quân thần thượng hạ chi nghĩa niệm tổ phụ cần lao chi công viễn lãm thâm
旦茹皮体信茹,đến nhà vừa thấy tin nhà
固欺变固欺常,có khi biến có khi thường
司馬光曰使是真麟非時自至不以爲瑞若僞爲遠方之笑,tư mã quang viết sử thị chân lân phi thời tự chí bất dĩ vi thuỵ nhược nguỵ vi viễn phương chi tiếu
