nom,vi
名分甚明條章具在, ậ ậ  đề ươ ụ ạ
金黎廣度猥承勳蔭濫典鑑衡固宜節厲忠貞思答思朝之眷, ê ả độ ổ ừ â ấ ạ để á à ố  ế ệ   ư đá ư ề  ế
顧胡乃行多私僻竟包一已之奸㓙,ố ồ ã à đ ư ị á  ấ ĩ   
剛方靡效韓休狡險亶浮林甫,ươ ươ  ệ à ư ả ể đà ù â ủ
閨門不正腥聞鄭,ê ô ấ í  ă ị
衛之風柱石非才力乏伊周之噐,ệ   ụ ạ  à ự ạ    í
徇私違理倚法弄權,ẫ ư  í ỷ á ộ ề
兆瞰室之災則𩾛林木而廣營宫室樂迷心之智則執酒壼而徧酌下僚,ệ á ấ   ắ ư â ộ  ả   ấ ạ ê â  í ắ ấ ử ồ  ế ướ ạ ê
所急者問金求田所事者賣官鬻獄,ở ấ ả ấ  ầ đề ở ự ả ạ  ú ụ
内而府衙各職盡出其門外而承憲等官皆由其首,ộ  ủ  á ứ ậ ấ ì ô ạ  ừ ế đẳ    ì ủ
溪𫫽縱貪饕之欲旌旗招奔走之徒脧削閭閻民窮而不之恤,ê á ú    ụ  ì ê ô ẩ  đồ ê ướ ư ê â ù  ấ  ấ
紊亂綱紀政󰔦而不之恩,ặ ạ ươ ỷ í đố  ấ  â
上則負社則卵翼之恩下則墮祖宗箕裘之業,ượ ắ ụ ã ắ ã ự  â ạ ắ đạ ổ ô  ầ  ệ
所為若是安得智哉󰟸因逆暠之僣干靡効真卿之慷概,ở  ượ ị  đắ í  ả â ị ả  ế   ệ â   ả á
匡扶國難則,ô ù ố ạ ắ
罔揮衛社之戈顧戀家貲則欲築藏金之塢,õ  ệ ã   ố ế   ắ ụ ú à   ổ
旦旦敢忘於河誓昏昏便陷於虜庭,đá đá ả  ư à ệ ô ô ệ ã ư ỗ đì
臨變迷就子之方事讐忍偷生之恥低頭而拜逆賊深慚舞象之有知作俑而諭愚民殆甚屯蜂之凣蠢,â ế ê ự ử  ươ ự ù ẫ â   ỉ đê đầ  á ị ặ â à ũ ượ  ữ  á ũ  ụ  â đã ậ đồ   à ẩ
狺音狺犬爭声然反靣慻音眷回顧也爾噬臍况聖神將欲自新信厚屡頒於明詔胡小醜曾無念𦾔頑嚚滋長於邪謀,â â â ể    ê ả ệ ế â ế ồ ố ã  ĩ ệ ê ố á ầ ươ ụ ự â í ậ ũ  ư  ế ồ ể ú ằ ô ệ ự  â ư ườ ư à ư
負龐萌反漢之辜踵朱泚背唐之轍,ụ à  ả á  ô ủ  ử ố đườ  ệ
海而洗惡莫勝浩浩之波天𡸈容奸󰱩入恢恢之綱何靣目而見日月何信語而對冠紳,ả  ẩ á ạ ắ ạ ạ   ê ở   ự ậ ô ô  ươ à ệ ụ  ế ậ ệ à í ữ  đố  â
忘,
其親而奪其親事其主而反其主,ì â  đạ ì â ự ì ủ  ả ì ủ
臣子不忠不孝失身既犯於罪魁刑罸有要有倫負質合明於󰘊禁,ầ ử ấ  ấ ế ấ â ý ạ ư ộ ô ì ạ ữ ế ữ â ụ ấ ợ  ư  ấ
又朝臣上奏為大臣背國從偽,ự ề ầ ượ ấ  đạ ầ ộ ố ò ỵ
事臣等紏得前太師紹國公黎廣度於端慶洪順之年包藏禍心濁亂天下,ự ầ đẳ ủ đắ ề á ư ệ ố ô ê ả độ ư đ á ồ ậ  ê  à ạ â ọ ạ ê ạ
至逆暠犯闕不䏻堅守臣節又反北靣事讐顯是背國從僞干有重罪,í ị ả ạ ế ấ ă ê ủ ầ ế ự ả ắ ệ ự ù ể ị ộ ố ò ỵ  ữ ọ ộ
為此臣等竊惟天地常經莫重軍臣之義帝王大柄尤嚴亂賊之誅, ử ầ đẳ ế  ê đị ườ  ạ ọ â ầ  ĩ đế ươ đạ í ư ê ạ ặ  
况此一鄙夫有如黎廣度以斗筲之小噐濫台鼎之重權,ố ử ấ ỉ ù ữ ư ê ả độ ĩ đấ   ể í ạ  đỉ  ọ ề
鬻獄賣官既構禍,ú ụ ạ  ý ấ ạ
於端慶守成之日逢君献諂又捉亡於洪順御下之時,ư đ á ủ à  ậ ù â ế ể ự ó  ư ồ ậ ự ạ  ờ
忍為曷可勝言患失無所不至十載養天下亂有同林甫之奸一朝動漁陽兵遂致祿山之㓂,ẫ  ạ ả ắ ô ạ ấ ô ở ấ í ậ ả ưỡ ê ạ ạ ữ đồ â ủ   ấ ê độ ư ươ  ạ í ộ ơ  ấ
百姓以之騷亂九廟以之震驚固宜報國靡身贖賣國戕民之罪顧乃貪生畏死為事讐從僞之人,á í ĩ   ạ ử ế ĩ  ấ  ố  á ố  â ụ ạ ố ườ â  ộ ố ã   ý ử  ự ù ò ỵ  â
臣事逆暠累及三年陰助逆暠殆甚百計,ầ ự ị ả ỹ ậ  ê â ợ ị ả đã ậ á ế
僞詔僞諭僞勑封名爵以誑惑愚民詭計詭行詭言稱頭目以求封外國,ỵ ế ỵ ụ ỵ ắ   ướ ĩ ố ặ  â ỵ ế ỵ à ỵ ô ư đầ ụ ĩ ầ  ạ ố
誠犬彘之不若曾蜂蟻之不如,à ể ệ  ấ ượ ằ  ị  ấ ư
今謹僃奏聞, ẩ ị ấ ă
廣度遂坐誅,ả độ ạ ạ 
授阮荗海陽參政兼賛理廣福伯阮克讓營軍務,ụ ễ ậ ả ươ  í ê á í ả ú á ễ ắ ượ  â ụ
先是荗以清華憲察使回家守制满服赴京,ê ị ậ ĩ   ế á ứ ồ  ủ ế ã ụ ó 
時植陳暠構亂荗不應僞命,ờ ự ầ ả ấ ạ ậ ấ ứ ỵ ệ
朝廷以荗有士望仍授本䖏參政并兼賛理未幾陞太僕寺卿,ề đì ĩ ậ ữ ĩ ọ ư ụ ả ứ  í ị ê á í ị ơ ă á ộ ự 
是歳天下大飢人民餓殍相󰥺,ị ế ê ạ đạ ơ â â  ễ ươ ẩ
海陽東潮𰎟山京北安豊僊𨒣東岸諸經兵處尤甚,ả ươ đô ề á ơ  ắ ê  ê  đô à ư   ứ ư ậ
時主少國危諸將自相䧺長互生嫌隙,ờ ủ ế ố  ư ướ ự ươ ù ưở ỗ  ề í
鉄山伯陳真既逐阮弘裕仍鎮守京師,ế ơ á ầ â ý ụ ễ ằ ụ ư ấ ủ  ư
帝遣左顯鐵城伯及新降将阮公度等將步兵莫登庸將水軍追弘裕等,đế ể ả ể ế à á ậ â à ướ ễ ô độ đẳ ươ ộ  ạ đă  ươ ỷ â  ằ ụ đẳ
走入淳祐今改淳祿避真宗諱也,ẩ ậ ầ ự  ả ầ ộ ị â ô ý ã 
官軍掘弘裕父文郎塚斬其首, â ậ ằ ụ ụ ă  ủ ả ì ủ
弘裕再會兵與官軍相拒,ằ ụ á ộ  ữ  â ươ ự
弘裕因以書并討遺莫登庸,ằ ụ â ĩ ư í ả  ạ đă 
登庸得書與詩遂擁兵不戰,đă  đắ ư ữ  ạ ủ  ấ ế
弘裕等遂全軍走還,ằ ụ đẳ ạ à â ẩ à
定順化漕運官栗賞功令,đị ậ á à ậ  ậ ưở ô ệ
凣順化漕運官栗二遭並勤官貟陞一級賞二資前力勇武士年深并已出身寄回本貫情願許如出身除中尉新󰱇出身材項除武尉正八品分入各衛宿直,à ậ á à ậ  ậ ị  ị ầ  ê ă ấ ấ ưở ị ư ề ự ũ õ ĩ ê â ị ĩ ấ â ý ồ ả á ì ệ ứ ư ấ â ừ  ý â ể ấ â à ạ ừ ũ ý á á ẩ â ậ á ệ ú ự
文属有出身例除如縣縣丞若無出身并軍色民人除副武尉從八品,ă ộ ữ ấ â ệ ừ ư ệ ệ ừ ượ ô ấ â í â ắ â â ừ ó ũ ý ò á ẩ
以,ĩ
黎𡺄為户部尚書,ê ạ  ộ ộ ượ ư
戊寅三年明正德十三年,ậ ầ  ê  í đứ ậ  ê
春會試天下󰁮人,â ộ í ê ạ ử â
取鄧乙御天縣海湖人廷試進士出身等十七人,ủ đặ ấ ự ê ệ ả ồ â đì í ế ĩ ấ â đẳ ậ ấ â
及廷試問以知人安民,ậ đì í ấ ĩ  â  â
賜吳勉紹阮敏篤劉啓顓三名第二甲進士及第賴金榜等六名第二甲進士出身阮度戥八名第三甲同進士出身,ứ ô ễ ệ ễ ẫ đố ư ả ê   đệ ị á ế ĩ ậ đệ ạ  ả đẳ ụ  đệ ị á ế ĩ ấ â ễ độ đẳ á  đệ  á đồ ế ĩ ấ â
按阮文泰記云臣謹按前朝自大寶三年壬戌開科或六年一󰁮或五年一舉未有定例,á ễ ă á ý â ầ ẩ á ề ề ự đạ ả  ê â ấ   ặ ụ ê ấ ử ặ ũ ê ấ ử ị ữ đị ệ
至光順賜年癸未科以來始三年一科𭁈明,í  ậ ứ ê ý ù  ĩ  ỷ  ê ấ  ữ 
國會典以子午卯酉鄕試辰戌丑未會試惟光紹三年戊寅有科者以二年丁丑歳當大比而時方有事至是始󰁮行焉,ố ộ để ĩ í ọ ã ậ ươ í ì ấ ử ù ộ í   ệ  ê ậ ầ ữ  ả ĩ ị ê đ ử ế đươ đạ ỉ  ờ ươ ữ ự í ị ỷ ử à ê
加封莫登庸為武川侯,  ạ đă   ũ ê ầ
秋七月初七日天暴風雨雷震擊人甚多, ấ ệ ơ ấ ậ ê ạ  ũ ô ấ í â ậ đ
十一日殺鐵山伯陳真并其黨陳智阮俄阮伯達黎願欽等六人於禁中,ậ ấ ậ á ế ơ á ầ â ị ì đả ầ í ễ  ễ á đạ ê ệ â đẳ ụ â ư ấ 
先是真既逐阮弘裕權在掌握莫登庸亦憚之乃為其子登瀛娶真女,ê ị â ý ụ ễ ằ ụ ề ạ ưở ố ạ đă  ệ đạ  ã  ì ử đă  ú â ữ
時有好事者為之語曰陳有一人為天下君兎,ờ ữ ế ự ả   ữ ế ầ ữ ấ â  ê ạ â ố
頭虎尾濟世安民,đầ ổ ĩ ế ế  â
以故國舅褚啓壽國公鄭侑𭁈瑞郡公吳柄皆謀曰陳有一人即陳真也兔頭虎尾者寅之末卯之首也恐於是年有变勸帝旱除之,ĩ ố ố ữ ử ả ọ ố ô ị ự ữ ỵ ậ ô ô í  ư ế ầ ữ ấ â ứ ầ â ã ố đầ ổ ĩ ả ầ  ạ ã  ủ ã ủ ư ị ê ữ ế ế đế ạ ừ 
時鄭綏復入知金光殿賛成其謀,ờ ị  ụ ậ    đệ á à ì ư
至是朝退帝使召真𭁈第子陳智俱入禁中令人閉諸城門使力士捉真,í ị ề á đế ử ệ â ữ đệ ử ầ í ụ ậ ấ  ệ â ế ư à ô ử ự ĩ ó â
真走至城上守門人捉而斬之,â ẩ í à ượ ủ ô â ó  ả 
其第子黄維岳阮敬敬後仕莫官至太尉西國公追贈西岐王阮盎等聞之擊鉦三連将兵入大興門外見諸城門已閉遂直至錦衣衛敵萬司,ì đệ ử à  ạ ễ í í ậ ĩ ạ  í á ý â ố ô  ặ â ì ươ ễ á đẳ ă  í   ê ươ  ậ đạ ư ô ạ ế ư à ô ĩ ế ạ ự í ẩ  ệ đị ạ 
把門拒之,ả ô ự 
不得入,ấ đắ ậ
帝以兵巡内城以陳真頭示之岳敬等遂走,đế ĩ  ầ ộ à ĩ ầ â đầ ị  ạ í đẳ ạ ẩ
十四日阮敬阮盎阮囂髙春時等一作阮馬舉等贄共聚于安朗寺󰁮兵逼犯京城,ậ ứ ậ ễ í ễ á ễ ê  â ì đẳ ấ á ễ ã ử đẳ í ộ ụ  ê ã ự ử  ứ ạ  à
帝夜幸嘉林菩提以避之,đế ạ ạ  â ồ đề ĩ ị 
明日幸楊光蓄懿堂就覃󰁮家󰁮桂陽人屋在嘉林楊光社至晡時未飲民間至以芋餅進者, ậ ạ ươ  ú ý đườ ự đà ử  ử ế ươ â ố ạ  â ươ  ã  í ô ờ ị ẩ â  í ĩ  í ế ả
是時鄭綏屯兵于山南得萬餘人聞帝以幸外眾遂散,ị ờ ị  đồ   ơ  đắ ạ ư â ă đế ĩ ạ ạ ú ạ á
於是山西之兵肆為暴掠城中空虚京師遂為漁獵之塲,ư ị ơ â   ứ  ạ ượ à  ô ư  ư ạ  ư ệ  ườ
帝因召阮弘裕擊阮敬等,đế â ệ ễ ằ ụ í ễ í đẳ
弘裕猶豫不果行,ằ ụ  ự ấ ả à
論曰自陳暠入京而宗廟散壞自山西作亂而京城空虚即此而知黎朝之不振矣,ậ ế ự ầ ả ậ   ô ế á ạ ự ơ â á ạ   à ô ư ứ ử   ê ề  ấ ấ ĩ
論曰人生有三事之如一君師𭁈父𡸈有異哉,ậ ế â  ữ  ự  ư ấ â ư ữ ụ ở ữ ị 
昔張琇表繋於斧殺人以復父讐而名顯唐家郭卜兵入禁中逐君以救部将而聲揚李氏,í ươ ú ể ệ ư ủ á â ĩ ụ ụ ù   ể đườ  á ố  ậ ấ  ụ â ĩ ứ ộ ướ   ươ í ị
是皆移事軍事主之心為事父事師之節𡸈有他哉,ị   ự â ự ủ  â  ự ụ ự ư  ế ở ữ  
陳真在黎朝厥功不細,ầ â ạ ê ề ế ô ấ ế
當逆暠僣篡東京真以一旅之眾晝夜轉攻之凣十餘日而暠之渠魁退走,đươ ị ả ế á đô  â ĩ ấ ữ  ú ú ạ ể ô  à ậ ư ậ  ả  ừ ô á ẩ
及逆暠復至菩提真,ậ ị ả ụ í ồ đề â
以數千之兵渡水奮擊之曾未十日而暠之徒黨潰散黎之日月再明黎之宗廟復祀其視臣靡之復夏吉甫之匡周𡸈有誅哉奈何,ĩ ổ ê   độ ỷ ấ í  ằ ị ậ ậ  ả  đồ đả ộ á ê  ậ ệ á  ê  ô ế ụ ự ì ị ầ   ụ ạ á ủ  ô  ở ữ   ạ à
大㓂未平群奸伺隙暗主聽讒於上奸毋構禍於中遂至召入禁中殺及将佐其視李髙宗之殺秉彝陳簡定之殺鄧悉有功見疑無罪被殺啣寃飲恨天地不知𡸈不痛哉,đạ ấ ị ì ầ  í í á ủ í à ư ượ  ô ấ ạ ư  ạ í ệ ậ ấ  á ậ ướ á ì ị í  ô  á ỉ  ầ ả đị  á đặ ấ ữ ô ế  ô ộ ị á à  ẩ ậ ê đị ấ  ở ấ ố 
合阮敬阮盎而論之二人以帳下之将厲復讐之心篤志除邪挺身赴艱上以報宿昔之德下,ợ ễ í ễ á  ậ  ị â ĩ ướ ạ  ướ ệ ụ ù  â đố í ừ à đĩ â ó  ượ ĩ á ú í  đứ ạ
以解念鬱之寃扶正氣於億年殄奸䧺於當日其於事師之道既明且白矣,ĩ ả ệ ấ   ù í í ư ứ ê đễ  ù ư đươ ậ ì ư ự ư  đạ ý  ả ạ ĩ
然真之為将不䏻戒戢左右或殺名臣於大都之中或飲御酒於六清之内甚非人臣之禮則真之死也亦由自取夫何足恠,ê â   ướ ấ ă ớ ậ ả ữ ặ á  ầ ư đạ đô   ặ ẩ ự ử ư ụ   ộ ậ  â ầ  ễ ắ â  ử ã ệ  ự ủ  à ú á
十六日以吏部尚書杜岳為御使󰱑都御使兼東閣大𭓇士入侍經筵,ậ ụ ậ ĩ ạ ộ ượ ư đỗ ạ  ự ử đà đô ự ử ê đô á đạ ọ ĩ ậ ị  ê
以太僕寺卿阮荗爲御史󰱑兼都御史,ĩ á ộ ự  ễ ậ  ự ử đà ê đô ự ử
以黎𡺄為吏部尚書,ĩ ê ạ  ạ ộ ượ ư
八月太白經天,á ệ á ạ  ê
京北承政使范謙柄聞帝幸, ắ ừ í ứ ạ ê í ă đế ạ
嘉林詣行在拜謁奉命調粮以給軍食, â ệ à ạ á ế ụ ệ đề ươ ĩ ấ â ự
帝命恭儉侯何文正檜溪伯黎大堵召莫登庸于海陽,đế ệ  ệ ầ à ă í ố ê á ê đạ đỗ ệ ạ đă   ả ươ
帝再幸純羙堂臨朝百官,đế á ạ ầ ĩ đườ â ề á 
時登庸至謁帝擁水軍於珥河以蓄懿堂稍遠因奏請再移幸菩提御純羙堂得便扈從,ờ đă  í ế đế ủ ỷ â ư ị à ĩ ú ý đườ ả ễ â ấ ỉ á  ạ ồ đề ự ầ ĩ đườ đắ ệ ộ ò
并使人諭陳真子第阮盎等皆曰鐵山之死由於褚啓鄭侑吳柄之譖若殺此三人則君臣如故無有異圖,ị ử â ụ ầ â ử đệ ễ á đẳ  ế ế ơ  ử  ư ử ả ị ự ô í  ế ượ á ử  â ắ â ầ ư ố ô ữ ị đồ
帝咱覃󰁮之計遂殺啓等而阮盎等益肆暴横擁兵不解,đế í đà ử  ế ạ á ả đẳ  ễ á đẳ í ứ ạ à ủ  ấ ả
九月三十一日莫登庸殺御史󰱑都御史杜岳,ử ệ  ậ ấ ậ ạ đă  á ự ử đà đô ự ử đỗ ạ
副都御史阮豫,ó đô ự ử ễ ự
時登庸以帝在純羙殿水軍稍近真子弟地方請迁于寶洲,ờ đă  ĩ đế ạ ầ ĩ đệ ỷ â ả ậ â ử đệ đị ươ ỉ ê  ả â
杜岳阮豫皆争之,đỗ ạ ễ ự   
登庸因使其黨丁蒙執岳預就春杜行營北門外桑田殺之,đă  â ử ì đả đ ô ấ ạ ự ự â đỗ à  ắ ô ạ  đề á 
武睿有詩云旖旎旖音倚旎音你旌旗從風貌旌旗掛夕陽两宮泛泛駕飛艎,ũ ệ ữ  â ỷ  ỷ â ỷ  â   ì ò  ạ   ì ả ị ươ ưỡ  ế ế á  à
函犀戦士淹江上服豸中臣死道傍,à ê ế ĩ ê  ượ ụ ã  ầ ử đạ à
萬理鋤菁子盈切蕉菁也林有盗三軍餒穗槖無粮,ạ í ừ  ử  ế ê  ã â ữ đạ  â ỗ ệ á ô ươ
昇龍自古興王地何不雌䧺决一塲,ă  ự ổ ư ươ đị à ấ ư ù ế ấ ườ
時睿見帝及弟椿泛舟于外岳豫等諫死天下飢饉士卒乏粮帝又不居昇龍而迁寳,ờ ệ ế đế ậ đệ â ế   ạ ạ ự đẳ á ử ê ạ ơ ậ ĩ ố ạ ươ đế ự ấ ư ă   ê ả
洲故有是詩睿山圍人洪德庚午科進士及第歷仕至少保尚書後為節義之臣,â ố ữ ị  ệ ơ  â ồ đứ  ọ  ế ĩ ậ đệ ị ĩ í ế ả ượ ư ậ  ế ĩ  ầ
丁蒙奉帝幸寶洲,đ ô ụ đế ạ ả â
帝既迁寶洲永興伯鄭綏文臣阮瑡𭁈山西諸将共謀立靜脩公祿之子榜為帝改元大德榜乃恭王昌之曾孫也,đế ý ê ả â ĩ ư á ị  ă ầ ễ ư ữ ơ â ư ướ ộ ư ậ ĩ  ô ộ  ử ả  đế ả ê đạ đứ ả ã  ươ ươ  ằ ô ã 
得半年又廢之而立黎󰥣音猶改元天憲一云󰥣乃榜之同母弟父仍庶人也未詳,đắ á ê ự ế   ậ ê  â  ả ê ê ế ấ â  ã ả  đồ ẫ đệ ụ ư ứ â ã ị ườ 
作行殿於慈廉縣名由芽社以閭閻人分置官属文武進朝綏等既立天憲時黎文前為順化總兵綏有書回於文前,á à đệ ư ừ ê ệ    ã ĩ ư ê â â í  ộ ă ũ ế ề  đẳ ý ậ ê ế ờ ê ă ề  ậ á ổ   ữ ư ồ ư ă ề
帝在寶洲有程志森阮時雍扈從使人諭阮弘裕,đế ạ ả â ữ ì í â ễ ì  ộ ò ử â ụ ễ ằ ụ
弘裕聞之乃出清華兵來赴難,ằ ụ ă  ã ấ     ó ạ
帝乃命弘裕𭁈莫登庸,đế ã ệ ằ ụ ữ ạ đă 
領清華山南各道兵分道進擊阮盎阮敬等于山西,ĩ   ơ  á đạ  â đạ ế í ễ á ễ í đẳ  ơ â
弘裕大敗死者甚眾,ằ ụ đạ ạ ử ả ậ ú
弘裕走下船自度不䏻克遂罷兵㱕獨留莫登庸𭁈阮盎等相持,ằ ụ ẩ ạ ề ự độ ấ ă ắ ạ ã   độ ư ạ đă  ữ ễ á đẳ ươ ì
冬十月命莫登庸提統水步諸營軍,đô ậ ệ ệ ạ đă  đề ố ỷ ộ ư  â
遣阮時雍阮儼黎懿吳焕如明歳貢并請封因國亂後果不行,ể ễ ì  ễ ễ ê ý ô á ư  ế ố ị ỉ  â ố ạ ậ ả ấ à
前使歳貢阮貴雅還自憑祥以為東各校書,ề ứ ế ố ễ ý ã à ự ằ ườ ĩ  đô á ệ ư
帝再幸嘉林春杜營,đế á ạ  â â đỗ 
以阮非虎一作惟虎嘉林縣人為御使台僉都御史武麟定為順化參正改命京北承政使范謙柄行乂安承政使命,ĩ ễ  ổ ấ á  ổ  â ệ â  ự ử đà ê đô ự ử ũ â đị  ậ á  í ả ệ  ắ ừ í ứ ạ ê í à ệ  ừ í ứ ệ
乂安承政使潘廷佐為京北承政使,ệ  ừ í ứ  đì á   ắ ừ í ứ
盖以謙柄京北桂陽人廷佐乂安天祿人故改命之,á ĩ ê í  ắ ế ươ â đì á ệ  ê ộ â ố ả ệ 
謙柄受命廷佐不肯就京北因𭁈謙柄共任乂安,ê í ụ ệ đì á ấ ẳ ự  ắ â ữ ê í ộ ệ ệ 
以譚慎徽為少保禮部尚書入侍經筵,ĩ đà ậ   ế ả ễ ộ ượ ư ậ ị  ê
遣吏部尚書黎𡺄諭祭故都御史杜岳并賜吊慰錢一百貫岳文江賴屋人字󰦛正謚文節號義山先生生四男長子總莫明德己丑科進及第仕至東閣大𭓇士次子縉莫大正己未科同進士仕至刑部尚書茶郡公陣亡岳有詠史帝王唐律詩集行于世,ể ạ ộ ượ ư ê ạ ụ ế ố đô ự ử đỗ ạ ị ứ đế ý ề ấ á á ạ ă  ạ ố â ự đô í ỵ ă ế ệ ĩ ơ ê   ứ  ưở ử ổ ạ  đứ ỷ ử  ế ậ đệ ĩ í đô á đạ ọ ĩ ứ ử ấ ạ đạ í ỷ ù  đồ ế ĩ ĩ í ì ộ ượ ư à ậ ô ậ  ạ ữ ị ử đế ươ đườ ậ  ậ à  ế 
己卯四年明政德十四年,ỉ ã ứ ê  í đứ ậ ứ ê
春正月帝在菩提行營,â í ệ đế ạ ồ đề à 
鄭綏作,ị  á
浮橋進兵半渡挑戦,ù ề ế  á độ ê ế
帝遣大將攻破之斷浮橋斬得賊将梅陽伯,đế ể đạ ướ ô á  đạ ù ề ả đắ ặ ướ  ươ á
綏𭁈黎󰥣退㱕安朗安樂地方, ữ ê  á  ê ã ê ạ đị ươ
帝又命將征之綏等夜驚遂遁走,đế ự ệ ươ    đẳ ạ  ạ độ ẩ
二月初二日勅旨傳中書寫勅命誥命有姓名奉寫尚寶奉用寶,ị ệ ơ ị ậ ắ ỉ ề  ư ả ắ ệ á ệ ữ í  ụ ả ượ ả ụ ụ ả
三月至四月天大暑損禾米貴, ệ í ứ ệ ê đạ ử ổ à ễ ý
太原宣光源頭咤賊作亂劫擄人民妻子財物,á ê ê  ê đầ á ặ á ạ ế ỗ â â ê ử à ậ
以東閣校書阮貴雅為東各𭓇士,ĩ đô á ệ ư ễ ý ã  đô á ọ ĩ
下五月咤賊眾潰,ạ ũ ệ á ặ ú ộ
時直大雨咤屯于泥淤之地,ờ ự đạ ũ á đồ  ê ứ  đị
九月二十日帝還京大赦賜覃恩陞一級封莫,ử ệ ị ậ ậ đế à  đạ á ứ đà â ă ấ ấ  ạ
自是眾心離沮無有鬪志軍遂潰,ự ị ú â  ự ô ữ đấ í â ạ ộ
秋七月大雨, ấ ệ đạ ũ
命莫登庸提統水步諸軍圍黎󰥣於慈廉因决水入黎󰥣軍,ệ ạ đă  đề ố ỷ ộ ư â  ê  ư ừ ê â ế ỷ ậ ê  â
